0.0000,0.0000,0,0
0.1503,2.4471,0,0
0.3006,2.8249,0,0
0.4509,3.0725,0,0
0.6012,3.2612,0,0
0.7515,3.4155,0,0
0.9018,3.5470,0,0
1.0521,3.6621,0,0
1.2024,3.7648,0,0
1.3527,3.8578,0,0
1.5030,3.9429,0,0
1.6533,4.0215,0,0
1.8036,4.0947,0,0
1.9539,4.1632,0,0
2.1042,4.2276,0,0
2.2545,4.2884,0,0
2.4048,4.3462,0,0
2.5551,4.4011,0,0
2.7054,4.4535,0,0
2.8557,4.5037,0,0
3.0060,4.5518,0,0
3.1563,4.5980,0,0
3.3066,4.6426,0,0
3.4569,4.6855,0,0
3.6072,4.7270,0,0
3.7575,4.7672,0,0
3.9078,4.8061,0,0
4.0581,4.8438,0,0
4.2084,4.8804,0,0
4.3587,4.9160,0,0
4.5090,4.9507,0,0
4.6593,4.9844,0,0
4.8096,5.0173,0,0
4.9599,5.0494,0,0
5.1102,5.0807,0,0
5.2605,5.1113,0,0
5.4108,5.1413,0,0
5.5611,5.1705,0,0
5.7114,5.1992,0,0
5.8617,5.2272,0,0
6.0120,5.2547,0,0
6.1623,5.2817,0,0
6.3126,5.3081,0,0
6.4629,5.3340,0,0
6.6132,5.3595,0,0
6.7635,5.3845,0,0
6.9138,5.4091,0,0
7.0641,5.4332,0,0
7.2144,5.4570,0,0
7.3647,5.4803,0,0
7.5150,5.5033,0,0
7.6653,5.5260,0,0
7.8156,5.5482,0,0
7.9659,5.5702,0,0
8.1162,5.5918,0,0
8.2665,5.6131,0,0
8.4168,5.6341,0,0
8.5671,5.6548,0,0
8.7174,5.6752,0,0
8.8677,5.6953,0,0
9.0180,5.7152,0,0
9.1683,5.7348,0,0
9.3186,5.7541,0,0
9.4689,5.7732,0,0
9.6192,5.7921,0,0
9.7695,5.8107,0,0
9.9198,5.8292,0,0
10.0701,5.8473,0,0
10.2204,5.8653,0,0
10.3707,5.8831,0,0
10.5210,5.9007,0,0
10.6713,5.9180,0,0
10.8216,5.9352,0,0
10.9719,5.9522,0,0
11.1222,5.9690,0,0
11.2725,5.9856,0,0
